homicide	579,580	bn:00032175n	Concept	[wn:00220522n]	http://babelnet.org/rdf/s00032175n	http://dbpedia.org/resource/Murder
occurred	581,582	bn:00085337v	Concept	[wn:00339934v]	http://babelnet.org/rdf/s00085337v	null
March 8	583,585	bn:01280100n	Named Entity	[]	http://babelnet.org/rdf/s01280100n	http://dbpedia.org/resource/March_8
block	591,592	bn:00011308n	Concept	[wn:02852523n]	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)
S.	593,594	bn:17003475n	Named Entity	[]	http://babelnet.org/rdf/s17003475n	http://dbpedia.org/resource/S._(Dorst_novel)
information	598,599	bn:00046705n	Concept	[wn:05816287n]	http://babelnet.org/rdf/s00046705n	http://dbpedia.org/resource/Information
identity	601,602	bn:00045824n	Concept	[wn:04618070n]	http://babelnet.org/rdf/s00045824n	http://dbpedia.org/resource/Personal_identity
individuals	604,605	bn:00046516n	Concept	[wn:00007846n]	http://babelnet.org/rdf/s00046516n	http://dbpedia.org/resource/Individual
video	607,608	bn:00076373n	Concept	[wn:06277280n]	http://babelnet.org/rdf/s00076373n	http://dbpedia.org/resource/Television
asked	609,610	bn:00082817v	Concept	[wn:00784342v]	http://babelnet.org/rdf/s00082817v	null
call	611,612	bn:00084385v	Concept	[wn:01028748v]	http://babelnet.org/rdf/s00084385v	null
detectives	612,613	bn:00026633n	Concept	[wn:10009276n]	http://babelnet.org/rdf/s00026633n	http://dbpedia.org/resource/Detective
Metro	620,621	bn:00053680n	Concept	[wn:04054213n]	http://babelnet.org/rdf/s00053680n	http://dbpedia.org/resource/Rapid_transit
Crime Stoppers	621,623	bn:01352506n	Named Entity	[]	http://babelnet.org/rdf/s01352506n	http://dbpedia.org/resource/Crime_Stoppers
text	633,634	bn:00076732n	Concept	[wn:06387980n, wn:06388579n]	http://babelnet.org/rdf/s00076732n	http://dbpedia.org/resource/Text_(literary_theory)
tips	634,635	bn:00077365n	Concept	[wn:08663156n]	http://babelnet.org/rdf/s00077365n	null
Police	641,642	bn:00022026n	Concept	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
video	642,643	bn:00076373n	Concept	[wn:06277280n]	http://babelnet.org/rdf/s00076373n	http://dbpedia.org/resource/Television
NEWLINE	644,645	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency
Investigators	645,646	bn:00026633n	Concept	[wn:10009276n]	http://babelnet.org/rdf/s00026633n	http://dbpedia.org/resource/Detective
say	646,647	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
searched	649,650	bn:00090460v	Concept	[wn:01315613v]	http://babelnet.org/rdf/s00090460v	null
suspects	651,652	bn:00025884n	Concept	[wn:09762101n]	http://babelnet.org/rdf/s00025884n	http://dbpedia.org/resource/Suspect
vehicle	653,654	bn:00079675n	Concept	[wn:04524313n]	http://babelnet.org/rdf/s00079675n	http://dbpedia.org/resource/Vehicle
shooting	656,657	bn:00089349v	Concept	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
found	659,660	bn:00084231v	Concept	[wn:02248465v]	http://babelnet.org/rdf/s00084231v	null
handgun	661,662	bn:00042808n	Concept	[wn:03948459n]	http://babelnet.org/rdf/s00042808n	http://dbpedia.org/resource/Handgun
cash	667,668	bn:00016448n	Concept	[wn:13386614n]	http://babelnet.org/rdf/s00016448n	http://dbpedia.org/resource/Cash
wallet	671,672	bn:00010429n	Concept	[wn:04548362n]	http://babelnet.org/rdf/s00010429n	http://dbpedia.org/resource/Wallet
belonging	672,673	bn:00083390v	Concept	[wn:02756359v]	http://babelnet.org/rdf/s00083390v	null
robbery	677,678	bn:00068014n	Concept	[wn:00781685n]	http://babelnet.org/rdf/s00068014n	http://dbpedia.org/resource/Robbery
victims	678,679	bn:15632248n	Concept	[]	http://babelnet.org/rdf/s15632248n	null
NEWLINE	680,681	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency
NEWLINE	682,683	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency
