1594	2017-01-30
1351	2017-02-04
1593	2017-02-25
1350	2017-03-23
1592	2017-01-13
1591	2017-03-04
1590	2017-02-13
1107	2017-01-16
1349	2017-03-28
1106	2017-02-16
1348	2017-02-02
1105	2017-01-10
1347	2017-01-11
1589	2017-02-21
1104	2017-01-19
1346	2017-03-01
1588	2017-03-06
1103	2017-03-07
1345	2017-01-12
1587	2017-03-07
1102	2017-03-15
1344	2017-03-30
1586	2017-03-08
1101	2017-01-30
1343	2017-04-01
1585	2017-01-12
1100	2017-02-23
1342	2017-02-09
1584	2017-01-12
1109	2017-02-14
1108	2017-01-27
1121	2017-03-24
1363	2017-03-25
1120	2017-01-31
1362	2017-03-01
1361	2017-02-08
1360	2017-03-23
1118	2017-04-02
1117	2017-03-19
1359	2017-02-11
1116	2017-03-06
1358	2017-01-19
1115	2017-02-24
1357	2017-01-01
1599	2017-03-26
1114	2017-01-23
1356	2017-01-31
1598	2017-02-24
1113	2017-02-04
1355	2017-01-12
1597	2017-02-11
1112	2017-02-23
1354	2017-03-27
1596	2017-03-31
1111	2017-04-04
1353	2017-03-09
1595	2017-03-16
1119	2017-04-04
1132	2017-03-05
1374	2017-01-26
1131	2017-04-14
1373	2017-01-21
1130	2017-01-26
1372	2017-01-03
1371	2017-01-15
1370	2017-01-07
1129	2017-03-17
1128	2017-04-03
1127	2017-01-13
1369	2017-02-12
1126	2017-01-03
1368	2017-03-01
1125	2017-02-25
1367	2017-02-22
1124	2017-04-04
1366	2017-01-08
1123	2017-01-21
1365	2017-02-12
1122	2017-03-28
1364	2017-03-16
1143	2017-01-22
1385	2017-03-16
1142	2017-03-04
1384	2017-03-15
1141	2017-01-23
1383	2017-04-11
1140	2017-03-23
1382	2017-02-09
1381	2017-02-10
1380	2017-02-20
1139	2017-02-12
1138	2017-03-25
1137	2017-01-22
1379	2017-01-27
1136	2017-01-31
1378	2017-01-20
1135	2017-03-25
1377	2017-02-03
1134	2017-01-24
1376	2017-02-11
1133	2017-01-08
1375	2017-01-31
1154	2017-03-13
1396	2017-03-30
1153	2017-02-11
1395	2017-02-19
1152	2017-01-11
1394	2017-02-20
1151	2017-01-02
1393	2017-03-11
1150	2017-02-21
1392	2017-01-31
1391	2017-03-23
1390	2017-02-22
1149	2017-02-23
1148	2017-03-03
1147	2017-02-12
1389	2017-03-20
1146	2017-04-02
1388	2017-01-16
1145	2017-02-19
1387	2017-01-29
1144	2017-01-12
1386	2017-02-22
1165	2017-03-31
1164	2017-02-15
1163	2017-02-23
1162	2017-01-21
1161	2017-01-12
1160	2017-02-15
1159	2017-02-14
1158	2017-02-11
1157	2017-03-10
1399	2017-01-02
1156	2017-01-01
1398	2017-02-21
1155	2017-04-06
1397	2017-01-28
1176	2017-01-16
1175	2017-01-12
1174	2017-02-17
1173	2017-02-07
1172	2017-02-25
1171	2017-02-23
1170	2017-01-22
1169	2017-04-07
1168	2017-03-14
1167	2017-04-02
1166	2017-01-02
21028	2017-03-08
21027	2017-02-06
21269	2017-01-05
21026	2017-02-03
21268	2017-03-04
21025	2017-01-03
21267	2017-01-31
21024	2017-01-31
21266	2017-03-08
21023	2017-01-16
21265	2017-03-03
21022	2017-02-04
21264	2017-02-25
21021	2017-03-30
21263	2017-03-10
1187	2017-01-04
1186	2017-03-06
1185	2017-02-11
1184	2017-03-16
1183	2017-02-01
1182	2017-03-21
1181	2017-02-08
1180	2017-01-22
21029	2017-04-01
1179	2017-02-18
1178	2017-01-04
1177	2017-01-04
21020	2017-03-12
21262	2017-03-14
21261	2017-02-24
21260	2017-03-13
1190	2017-02-04
21039	2017-03-07
21038	2017-01-15
21037	2017-01-17
21279	2017-01-05
21036	2017-01-31
21278	2017-02-19
21035	2017-02-22
21277	2017-02-10
21034	2017-02-25
21276	2017-03-31
21033	2017-01-09
21275	2017-03-24
21032	2017-01-11
21274	2017-01-28
1198	2017-02-25
1197	2017-01-09
1196	2017-01-02
1195	2017-01-06
1194	2017-03-08
1193	2017-02-06
1192	2017-01-03
1191	2017-01-16
1189	2017-01-22
1188	2017-02-19
21031	2017-04-03
21273	2017-01-06
21030	2017-01-20
21272	2017-01-22
21271	2017-01-10
21270	2017-04-04
21006	2017-03-20
21248	2017-01-14
21005	2017-01-19
21247	2017-01-28
21004	2017-02-25
21246	2017-03-30
21003	2017-02-18
21245	2017-03-16
21002	2017-02-14
21244	2017-01-13
21001	2017-02-23
21243	2017-03-23
21000	2017-01-22
21242	2017-04-06
21241	2017-01-30
31292	2017-01-07
31291	2017-02-11
31294	2017-02-04
31293	2017-02-01
21009	2017-01-22
21008	2017-01-11
31290	2017-03-02
21007	2017-04-01
21249	2017-03-12
31299	2017-02-06
31296	2017-02-10
31295	2017-01-03
31298	2017-03-03
1199	2017-02-22
31297	2017-01-06
21240	2017-03-25
21017	2017-01-22
21259	2017-02-24
21016	2017-01-04
21258	2017-03-03
21015	2017-03-06
21257	2017-02-01
21014	2017-02-11
21256	2017-03-18
21013	2017-01-15
21255	2017-02-05
21012	2017-03-27
21254	2017-02-06
21011	2017-01-29
21253	2017-02-14
21010	2017-03-21
21252	2017-03-22
21019	2017-01-12
21018	2017-03-29
21251	2017-03-30
21250	2017-02-04
21226	2017-01-22
21225	2017-03-03
21224	2017-03-02
21223	2017-01-26
21222	2017-04-01
21221	2017-01-15
21220	2017-04-09
21229	2017-02-03
21228	2017-02-11
21227	2017-01-31
21237	2017-03-14
21236	2017-01-30
21235	2017-04-11
21234	2017-03-21
21233	2017-02-20
21232	2017-02-24
21231	2017-01-27
21230	2017-02-24
21239	2017-02-19
21238	2017-03-03
21204	2017-03-09
21203	2017-02-04
21202	2017-02-07
21201	2017-03-23
21200	2017-03-26
21209	2017-01-19
21208	2017-03-27
21207	2017-01-01
21206	2017-01-11
21205	2017-03-27
21215	2017-03-25
21214	2017-03-01
21213	2017-03-30
21212	2017-03-23
21211	2017-03-01
21210	2017-02-11
21219	2017-03-02
21218	2017-02-22
21217	2017-01-08
21216	2017-03-16
110	2017-03-05
111	2017-03-06
112	2017-02-01
113	2017-03-21
114	2017-02-26
115	2017-02-22
116	2017-02-18
117	2017-02-27
118	2017-03-20
119	2017-01-06
11	2017-01-05
12	2017-01-22
13	2017-01-24
14	2017-01-07
15	2017-02-05
16	2017-01-31
17	2017-01-02
18	2017-01-02
19	2017-01-20
120	2017-03-15
121	2017-03-22
122	2017-03-08
123	2017-01-28
124	2017-04-03
125	2017-02-13
126	2017-02-25
127	2017-03-23
128	2017-03-24
129	2017-01-19
130	2017-01-01
131	2017-01-08
132	2017-01-07
133	2017-01-03
134	2017-01-29
135	2017-03-24
136	2017-01-30
137	2017-03-07
138	2017-03-13
139	2017-02-09
1809	2017-01-10
140	2017-01-19
141	2017-01-21
142	2017-02-25
143	2017-02-17
1800	2017-02-02
144	2017-01-16
145	2017-01-22
146	2017-02-11
147	2017-01-02
148	2017-01-30
149	2017-01-04
1808	2017-02-10
1807	2017-03-29
1806	2017-01-18
1805	2017-03-03
1804	2017-03-10
1803	2017-03-25
1802	2017-02-23
1801	2017-01-23
21189	2017-03-18
21188	2017-01-14
21187	2017-02-05
2909	2017-03-23
21186	2017-03-28
150	2017-02-16
151	2017-01-23
152	2017-01-29
153	2017-02-27
154	2017-03-14
1811	2017-04-02
2900	2017-02-10
155	2017-02-07
1810	2017-01-28
156	2017-02-22
157	2017-02-19
158	2017-03-12
159	2017-02-19
1819	2017-02-28
2908	2017-02-13
21185	2017-03-16
1818	2017-02-22
2907	2017-01-16
21184	2017-01-07
1817	2017-01-02
2906	2017-02-25
21183	2017-02-19
1816	2017-04-02
2905	2017-03-26
21182	2017-03-26
1815	2017-03-30
2904	2017-02-19
21181	2017-01-03
1814	2017-01-09
2903	2017-01-03
21180	2017-01-11
1813	2017-03-31
2902	2017-03-10
1812	2017-01-02
2901	2017-02-24
21199	2017-03-01
21198	2017-01-21
21197	2017-01-12
160	2017-01-19
161	2017-03-18
162	2017-01-17
163	2017-02-20
164	2017-03-24
165	2017-04-11
1822	2017-02-07
2911	2017-03-22
166	2017-03-18
1821	2017-01-03
2910	2017-03-04
167	2017-03-29
1820	2017-03-07
168	2017-01-14
169	2017-01-03
2919	2017-02-01
21196	2017-02-19
1829	2017-02-15
2918	2017-01-29
21195	2017-03-31
1828	2017-01-27
2917	2017-04-06
21194	2017-03-04
1827	2017-02-15
2916	2017-03-13
21193	2017-02-11
1826	2017-01-23
2915	2017-04-01
21192	2017-02-26
1825	2017-02-07
2914	2017-01-01
21191	2017-02-14
1824	2017-01-29
2913	2017-02-25
21190	2017-02-17
1823	2017-02-03
2912	2017-02-24
21169	2017-01-11
21168	2017-01-05
21167	2017-01-13
21166	2017-03-01
21165	2017-03-16
21164	2017-03-22
170	2017-02-24
171	2017-03-12
172	2017-01-11
173	2017-02-27
174	2017-03-10
175	2017-01-22
176	2017-03-19
2922	2017-01-30
177	2017-03-26
2921	2017-03-26
178	2017-02-03
2920	2017-02-15
179	2017-03-22
21163	2017-01-10
2929	2017-03-15
21162	2017-01-12
2928	2017-01-30
21161	2017-01-22
2927	2017-02-23
21160	2017-03-28
2926	2017-01-05
2925	2017-01-11
2924	2017-01-17
2923	2017-03-30
21179	2017-03-06
21178	2017-02-14
21177	2017-01-16
21176	2017-01-29
21175	2017-01-05
180	2017-01-31
181	2017-01-16
182	2017-04-06
183	2017-02-13
184	2017-02-19
185	2017-03-04
186	2017-02-25
187	2017-01-01
1602	2017-03-24
2933	2017-01-16
188	2017-01-29
1601	2017-04-11
2932	2017-02-16
189	2017-03-06
1600	2017-02-06
2931	2017-01-19
2930	2017-01-13
21174	2017-01-28
1609	2017-04-01
21173	2017-02-09
1608	2017-04-01
2939	2017-02-04
21172	2017-04-08
1607	2017-03-20
2938	2017-03-23
21171	2017-02-08
1606	2017-03-23
2937	2017-01-03
21170	2017-01-12
1605	2017-02-18
2936	2017-02-23
1604	2017-03-28
2935	2017-04-04
1603	2017-03-06
2934	2017-02-02
190	2017-01-27
191	2017-02-15
192	2017-01-06
193	2017-01-30
194	2017-02-01
195	2017-03-30
196	2017-01-26
197	2017-01-27
198	2017-01-11
1613	2017-03-13
2944	2017-02-23
199	2017-01-05
1612	2017-03-28
2943	2017-04-04
1611	2017-02-09
2942	2017-03-06
1610	2017-02-07
2941	2017-01-11
2940	2017-03-24
1619	2017-01-15
1618	2017-03-27
2949	2017-04-04
1617	2017-01-29
2948	2017-01-19
1616	2017-03-05
2947	2017-02-09
1615	2017-03-25
2946	2017-03-28
1614	2017-01-29
2945	2017-03-19
1624	2017-03-24
2955	2017-01-26
1623	2017-03-29
2954	2017-03-17
1622	2017-01-22
2953	2017-01-13
1621	2017-01-03
2952	2017-02-25
1620	2017-01-18
2951	2017-01-22
2950	2017-04-08
1629	2017-03-04
1628	2017-02-03
2959	2017-01-06
1627	2017-01-03
2958	2017-01-08
1626	2017-01-31
2957	2017-03-11
1625	2017-04-03
2956	2017-03-04
1635	2017-01-15
2966	2017-03-24
1634	2017-01-26
2965	2017-04-07
1633	2017-01-31
2964	2017-02-12
1632	2017-04-03
2963	2017-03-06
1631	2017-01-20
2962	2017-01-10
1630	2017-01-02
2961	2017-01-01
2960	2017-02-13
1639	2017-01-15
1638	2017-02-10
2969	2017-04-02
1637	2017-02-12
2968	2017-03-04
1636	2017-01-28
2967	2017-02-18
2980	2017-04-07
1404	2017-02-14
1646	2017-04-09
2977	2017-01-12
1403	2017-03-11
1645	2017-02-02
2976	2017-03-03
1402	2017-03-22
1644	2017-03-05
2975	2017-02-12
1401	2017-02-04
1643	2017-03-15
2974	2017-04-02
1400	2017-02-05
1642	2017-01-02
2973	2017-01-03
1641	2017-01-15
2972	2017-01-12
1640	2017-03-08
2971	2017-01-26
2970	2017-01-03
1409	2017-01-23
1408	2017-02-06
1407	2017-03-02
1649	2017-02-08
1406	2017-02-11
1648	2017-02-27
2979	2017-02-21
1405	2017-03-08
1647	2017-02-04
2978	2017-02-23
1660	2017-03-03
2991	2017-02-14
2990	2017-02-24
1415	2017-03-13
1657	2017-02-05
2988	2017-02-11
1414	2017-03-13
1656	2017-04-09
2987	2017-03-10
1413	2017-03-03
1655	2017-01-02
2986	2017-03-13
1412	2017-03-02
1654	2017-01-27
2985	2017-01-20
1411	2017-01-30
1653	2017-03-24
2984	2017-02-11
1410	2017-03-24
1652	2017-03-26
2983	2017-02-17
1651	2017-02-04
2982	2017-01-13
1650	2017-02-27
2981	2017-03-07
1419	2017-02-19
1418	2017-03-14
1417	2017-02-08
1659	2017-02-11
1416	2017-03-10
1658	2017-03-28
2989	2017-03-31
1671	2017-02-07
1670	2017-03-14
1426	2017-01-31
1668	2017-01-20
2999	2017-04-07
1425	2017-03-08
1667	2017-02-25
2998	2017-01-01
1424	2017-03-19
1666	2017-04-04
2997	2017-01-02
1423	2017-02-01
1665	2017-03-19
2996	2017-04-11
1422	2017-02-25
1664	2017-01-15
2995	2017-02-15
1421	2017-03-10
1663	2017-04-07
2994	2017-02-23
1420	2017-02-21
1662	2017-01-15
2993	2017-01-12
1661	2017-03-03
2992	2017-03-26
1429	2017-01-05
1428	2017-01-01
1427	2017-04-10
1669	2017-02-24
1440	2017-02-01
1682	2017-03-10
1681	2017-02-19
1680	2017-02-24
1437	2017-04-07
1679	2017-02-02
1436	2017-03-03
1678	2017-03-23
1435	2017-02-09
1677	2017-01-21
1434	2017-02-05
1676	2017-02-02
1433	2017-03-24
1675	2017-03-26
1432	2017-01-06
1674	2017-04-08
1431	2017-01-22
1673	2017-01-16
1430	2017-04-04
1672	2017-01-31
1439	2017-03-25
1438	2017-01-02
1451	2017-02-27
1693	2017-02-08
1450	2017-01-18
1692	2017-01-12
1691	2017-03-13
1690	2017-02-19
1206	2017-02-12
1448	2017-02-23
1205	2017-01-03
1447	2017-03-10
1689	2017-02-11
1204	2017-02-01
1446	2017-03-29
1688	2017-02-22
1203	2017-03-07
1445	2017-03-02
1687	2017-03-06
1202	2017-01-17
1444	2017-01-01
1686	2017-02-17
1201	2017-01-28
1443	2017-03-25
1685	2017-01-14
1200	2017-01-21
1442	2017-03-27
1684	2017-04-02
1441	2017-02-10
1683	2017-01-09
1209	2017-01-13
1208	2017-03-10
1207	2017-01-18
1449	2017-02-27
